응답자ID,업종,규모,SQ3_2,문1_1,문1_2,문1_3,문1_4,문1_5,문1_6,문1_7,문1_8,문1_9,문1_10,문2_1,문2_2,문2_3,문2_4,문2_5,문2_6,문2_7,문2_8,문3_1_1,문3_1_2,문3_1_3,문3_2_1,문3_2_2,문3_2_3,문3_3_1,문3_3_2,문3_3_3,문3_4_1,문3_4_2,문3_4_3,문3_5_1,문3_5_2,문3_5_3,문4_1_1,문4_1_2,문4_1_3,문4_1_4,문4_2_1,문4_2_2,문4_2_3,문4_2_4,문5_1,문5_2,문6_1,문6_2,문7_1,문7_2,문7_3,문8_1,문8_2,문8_3,문8_4,문9_1,문9_2,문9_3,문9_4,문9_5,문9_6,문10_1,문10_2,문10_3,문10_4,문11_1,문11_2,문11_3,문11_4,문11_4_1,문11_5,문11_6,문12_1_1,문12_2_1,문12_2_2,문12_2_3,문12_2_4,문13_1,문13_2,문13_3,문13_4,문13_1_1,문13_1_2,문13_1_3,문13_1_4,문14_1,문14_2,문14_3,문14_4,문14_5,문14_6,문14_7,문14_8,문14_9,문14_9_TXT,문14_9999,문15_1,문15_2,문15_3,문15_4,문15_5,문15_6,문15_7,문15_8,문15_9,문15_9_TXT,문16_1,문16_2,문16_3,문17_1_1,문17_1_2,문17_1_3,문17_1_4,문17_2_1,문17_2_2,문17_2_3,문17_2_4,문17_3_1,문17_3_2,문17_3_3,문17_3_4,문17_4_1,문17_4_2,문17_4_3,문17_4_4,문17_5_1,문17_5_2,문17_5_3,문17_5_4,문17_6_1,문17_6_2,문17_6_3,문17_6_4,문17_7_1,문17_7_2,문17_7_3,문17_7_4,문17_8_1,문17_8_2,문17_8_3,문17_8_4,문17_9_1,문17_9_2,문17_9_3,문17_9_4,문17_9_TXT,문18,문18_9_TXT,문19_1,문19_2,문19_3,문19_4,문19_5,문19_6,문19_7,문19_8,문19_9,문19_9_TXT,문20_1,문20_2,문20_3,문21_1,문21_2,문21_3,문21_4,문21_5,문21_6,문21_7,문21_8,문21_9,문21_10,문21_11,문21_12,문21_13,문21_14,문21_15,문21_16,문22_1,문22_2,문22_3,문22_4,문22_5,문22_6,문22_7,문22_8,문22_8_TXT,문23_1,문23_2,문23_3,문23_4,문23_5,문23_6,문23_7,문23_8,문23_9,문23_10,문23_11,문23_12,문23_12_TXT,문24_1,문24_2,문24_3,문24_4,문24_5,문24_6,문24_7,문24_8,문24_9,문24_10,문25_1_1_1,문25_1_1_2,문25_1_2_1,문25_1_2_2,문25_1_3_1,문25_1_3_2,문25_1_4_1,문25_1_4_2,문25_2_1_1,문25_2_1_2,문25_2_2_1,문25_2_2_2,문25_2_3_1,문25_2_3_2,문25_2_4_1,문25_2_4_2,문26,문27_1,문27_2,문27_3,문27_4,문27_5,문27_6,문27_7,문27_7_TXT,문28_1,문28_2,문28_3,문28_4,문28_5,문28_6,문29_1,문29_2,문29_3,문29_4,문30_1,문30_2,문30_3,문30_4,문30_5,문30_6,문30_7,문30_8,문30_9,문30_10,문30_11,문30_12,문30_12_TXT,문30_13,문31_1,문31_2,문31_3,문31_4,문32_1,문32_2,문32_3,문32_4,문33_1,문33_2,문33_3,문34_1,문34_2,문34_3,문34_4,문34_4_TXT,문35_1,문35_2,문35_3,문35_4,문35_4_TXT,문35_5,문35_5_TXT,문36_1,문36_2,문36_3_1,문36_3_2,문36_3_3,문36_3_4,문36_3_5,문36_3_6,문36_3_7,문36_4,문36_5,문37_1_1,문37_1_2,문37_2_1,문37_2_2,문37_3_1,문37_3_2,문38_1_1,문38_1_2,문38_1_3,문38_2_1,문38_2_2,문38_2_3,문39,문40_1,문40_1_TXT,문40_2,문40_3,문40_4,문40_5,문40_6,문40_6_TXT,문41,문41_7_TXT,문42,문43,WT1,
3896,31,2,부산광역시,4,0,0,3,2,0,3,0,0,3,1,0,0,0,0,0,0,0,,,2,0,,,0,,,0,,,0,,,,,2,,,1,,,1,1,1,1,30,30,40,1,2,,,0,0,1,1,0,0,1,,,,1,1,0,1,1,1,0,1200,30.00,30.00,0.00,40.00,60,70,70,70,,,,,,2,,,,,,,,,,3,2,1,3,2,0,3,2,,,1,1,1,,,2,,0,,,,,,2,,0,,,,,,2,,,1,,,0,,,,0,,,,,,,,,5,,2,0,2,0,0,0,0,0,,,0,1,0,3,1,3,2,3,3,3,0,3,2,3,1,3,0,0,0,3,0,3,2,3,1,2,,,3,1,2,0,3,2,1,3,1,3,2,,,5,2,4,5,3,5,2,5,1,4,30,2,40,1,20,3,10,4,50,1,20,2,20,3,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,2,0,1,3,1,3,2,0,2,,,,2,1,,,,,1,2,,2,,,,,,4,1,18300,5490,30070,9000,41860,12100,63,63,63,10,15,15,2,,,1,2,,,,,1,,,15,29.1667,
3897,31,2,인천광역시,5,4,4,4,4,4,4,4,4,4,1,1,1,1,0,1,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,,1,,,1,1,1,0,20,0,80,1,,,,1,0,1,0,0,0,1,,,,1,0,0,1,1,0,0,5000,80.00,0.00,0.00,20.00,110,110,120,120,,,,,1,,,4,5,,7,,,,,4,4,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,1,0,1,2,2,2,2,3,2,2,3,2,2,2,3,2,3,2,2,4,0,0,0,4,5,0,,,3,3,3,3,3,3,3,3,3,3,5,,,6,5,5,6,5,6,5,5,6,5,2,4,63,1,15,3,20,2,25,2,47,1,20,3,8,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,2,0,0,0,3,3,3,4,0,0,,,1,,2,,,,,1,2,1,2,3,,,,,4,2,29798,25328,28015,23812,25357,21553,170,160,70,40,10,6,1,,,1,,,2,,,1,,,60,29.1667,
3898,31,2,전라남도,5,2,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,4,0,0,,,3,3,3,3,3,3,3,3,3,3,3,,,5,5,4,5,4,5,5,5,5,4,0,4,85,1,5,3,10,2,30,2,55,1,15,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,,,,,1,1,,,,,,,7,4,2,5562,,4528,,6285,,170,170,189,5,0,0,2,,,1,,,,,,1,,,50,5.5385,
3899,31,2,경상남도,5,3,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,1,1,2,2,2,3,3,3,4,4,4,3,3,2,2,0,0,0,0,0,0,0,,,0,0,0,0,0,3,3,3,3,0,3,,,2,5,2,5,3,5,4,4,4,5,0,4,85,1,5,3,10,2,50,1,10,3,40,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,1,,,,4,,,,4,2,6763,,8120,,7790,,120,120,168,10,0,0,2,,,1,,,,,,1,,,40,5.5385,
3900,31,3,경상남도,2,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,1,,,0,0,0,3,0,3,2,1,0,0,0,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,,,3,1,0,3,2,2,1,3,1,2,3,,,5,2,5,3,4,2,5,3,2,4,30,2,40,1,20,3,10,4,60,1,20,2,20,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,3,1,0,,,,2,1,,,,,1,1,,,,,,,7,4,1,8200,,7700,,7300,,125,125,125,10,0,0,2,,,1,,,,,,1,,,15,5.5385,
3901,31,3,전라남도,3,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,2,,,1,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,2,1,1,,,0,0,0,3,1,0,3,1,2,0,2,1,3,2,0,2,0,0,0,3,0,2,1,3,1,0,,,3,1,2,3,1,0,2,1,3,2,2,,,4,2,3,1,4,4,2,4,1,4,30,2,40,1,20,3,10,4,50,1,30,2,20,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,3,1,0,,,2,1,,,,,,1,2,,,,,,,7,4,1,84800,,70422,,80600,,164,164,164,10,0,0,2,,,1,,,,,,1,,,15,5.5385,
3902,31,3,경상남도,3,0,2,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,,,,,2,0,,,0,,,0,,,,1,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,1,0,1,1,0,0,850,40.00,0.00,0.00,60.00,70,70,60,60,,,,,,2,,,,,,,,,,3,1,0,3,2,1,3,1,,,0,1,0,,,2,,0,,,,,,2,,,1,,,,,2,,,1,,,,,2,,0,,,,,,,,,5,,2,0,2,0,0,0,0,0,,,0,0,0,3,2,1,3,1,0,2,3,1,0,3,2,2,0,0,0,0,0,0,3,2,1,3,,,3,1,2,0,2,3,1,2,0,2,3,,,4,2,4,5,3,2,5,4,3,1,30,2,40,1,20,3,10,4,50,1,20,2,20,3,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,0,0,1,3,2,0,3,1,3,,,,2,1,,,,,1,2,,2,,,,,,4,2,16800,15120,18000,16200,17230,15507,243,243,300,10,10,10,2,,,2,,,1,,,2,,,15,1.7500,
3903,31,3,경상남도,3,1,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,,,2,0,,,0,,,0,,,0,,,,,2,,,1,,,0,0,,,,,,,,,,1,0,0,0,0,0,1,2,,,1,1,0,1,1,1,0,780,30.00,30.00,0.00,40.00,60,60,70,70,,,,,,2,3,,,,,,,,,2,3,3,2,3,0,0,0,,,1,1,0,0,,,,,,2,,,,2,,,,2,,,,2,,0,,,,0,,,,0,,,,,,,,,5,,2,0,0,0,0,2,0,2,,,0,1,0,3,1,3,2,0,3,2,3,1,3,0,2,2,0,0,0,3,0,2,3,2,1,2,,,3,1,3,2,0,3,2,3,1,3,2,,,5,2,4,5,2,4,5,2,4,4,30,2,40,1,20,3,10,4,50,1,25,2,15,3,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,2,0,1,3,2,1,3,1,3,,,,2,1,,,,,1,2,,2,3,4,,,,4,2,13400,,13800,,13940,,162,162,162,0,2,2,2,,,1,,,,,,1,,,15,5.5385,
3904,31,3,울산광역시,2,0,2,1,3,0,2,1,3,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,1,0,,,0,0,0,3,1,3,1,3,0,2,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,,,2,1,0,2,1,3,1,3,2,0,2,,,5,2,4,5,3,2,5,3,4,1,30,2,40,1,20,3,10,4,50,1,20,3,30,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,3,0,2,,,,2,1,,,,,1,3,,,,,,,7,4,2,110000,,123000,,129790,,103,103,104,15,0,0,2,,,1,,,,,,1,,,15,5.5385,
3905,31,3,경상남도,3,1,0,3,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,0,0,0,3,2,0,3,2,1,4,2,0,2,2,1,3,0,0,0,0,0,2,3,1,3,1,,,3,1,3,0,3,3,1,3,1,0,2,,,4,1,4,3,5,2,1,4,3,5,30,2,40,1,20,3,10,4,50,1,30,2,20,3,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,3,0,1,,,1,,2,,,,,1,2,,,,,,,7,4,2,11700,,12780,,9760,,90,90,112,20,0,0,2,,,1,,,,,,1,,,15,5.5385,
3906,31,3,대전광역시,4,1,1,3,2,4,5,4,4,4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,1,0,0,0,0,0,1,,,,1,1,0,1,1,1,0,500,50.00,30.00,0.00,20.00,100,100,100,100,,,,,1,,3,,,6,,,,,,4,0,4,0,0,0,0,0,,,1,0,0,0,,,,0,,,,0,,,,,,2,,0,,,,0,,,,0,,,,0,,,,,,,,,4,,3,0,0,0,0,0,0,0,,,1,0,1,2,3,2,2,3,2,2,3,2,3,3,2,3,2,2,2,0,0,0,0,4,4,0,,,3,3,3,3,3,3,3,3,3,3,4,,,5,3,5,5,4,5,5,3,4,3,5,4,75,1,11,2,9,3,30,2,18,3,47,1,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,2,0,0,3,2,3,4,0,0,,,1,2,,,,,,1,2,,2,,4,,,,4,1,32000,960,32000,960,32000,960,150,150,150,20,10,7,1,,,1,,,2,,,1,,,60,5.5385,
3907,31,3,경상남도,5,2,2,3,2,4,4,2,4,4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,6,3,6,4,6,3,6,3,6,3,4,80,1,10,2,7,3,25,2,20,3,55,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,1,2,,,,,,,7,4,2,8383,,9250,,10167,,160,160,170,1,0,0,2,1,경남,,,,,,,1,,,58,5.5385,
3908,31,3,경상남도,3,2,4,3,2,4,4,3,4,4,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,2,6,2,6,2,6,3,6,3,5,4,4,83,1,7,2,6,3,15,3,25,2,60,1,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,1,2,,,,,,,7,4,2,10000,,10000,,10000,,140,140,140,9,0,0,2,,,1,,,,,,1,,,55,5.5385,
3909,31,3,부산광역시,5,2,2,4,2,4,4,4,4,4,1,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,1,0,1,1,0,0,400,100.00,0.00,0.00,0.00,100,100,100,100,,,,,1,,3,,,,,,,,,5,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,1,3,3,3,2,2,3,3,2,3,3,3,2,2,2,2,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,3,5,3,5,4,3,5,3,3,5,3,4,75,1,12,2,10,3,15,3,20,2,61,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,1,2,,,,,,1,2,,2,,,,6,,4,1,50000,5000,50000,5000,59500,5950,100,100,100,7,0,6,1,,,1,2,,,,,1,,,60,5.5385,
3910,31,4,서울특별시,3,2,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,2,,0,,,,0,0,,,,,,,,,,0,0,0,1,0,0,,2,,,1,1,0,1,1,1,1,15500,30.00,30.00,0.00,40.00,70,70,60,60,,,,,,2,3,,,,,,,,,2,3,4,3,3,4,3,1,,,1,1,0,,,2,,,1,,,,,2,,0,,,,,,2,,,,2,,,,2,,,1,,,,,,,,2,,2,2,2,3,3,0,2,0,,,1,1,0,3,2,1,4,2,0,3,2,2,0,3,2,2,0,0,0,0,3,2,3,1,3,1,,,3,1,0,3,2,3,1,2,0,3,2,,,4,5,2,4,3,1,4,5,3,1,20,2,40,1,20,3,20,4,50,1,5,3,5,4,40,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,2,0,1,3,2,1,3,1,3,,,,1,2,,,,,1,2,,2,,,,,,2,2,72500,,74900,,74550,,460,463,463,15,25,20,1,,,1,,,,,,1,,,15,1.7500,
3911,31,4,경상남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,0,,,,,1,,,1,1,1,1,30,30,40,,2,,,0,0,0,1,0,0,,2,,,1,1,0,1,1,1,0,1267,30.00,30.00,0.00,40.00,70,70,70,70,,,,,,2,,,,,,,,,,4,2,0,3,2,0,3,2,,,1,1,0,,,2,,0,,,,,,2,,,1,,,,,2,,0,,,,,,2,,,1,,,,,,,,5,,2,0,2,3,3,0,0,0,,,0,1,0,3,1,3,1,3,0,3,2,0,3,2,3,2,0,0,0,3,0,3,2,3,1,3,,,3,1,3,0,2,3,2,3,0,3,2,,,5,3,2,5,4,1,4,5,3,2,30,2,40,1,20,3,10,4,50,1,20,2,20,3,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,1,0,2,2,0,1,3,2,3,2,1,3,,,,1,2,,,,,2,3,,2,,,,,,1,2,119000,,126000,,126310,,372,370,371,10,10,10,1,,,1,,,,,,1,,,15,1.7500,
3912,31,4,경상남도,5,4,3,5,3,4,5,5,3,3,1,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,1,1,0,0,500,100.00,0.00,0.00,0.00,100,100,90,100,,,,,1,,,4,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,,,1,0,0,2,2,3,3,2,2,3,2,3,3,3,3,3,3,2,2,4,0,0,0,0,4,0,,,3,3,3,3,3,4,4,4,4,3,3,,,2,6,1,7,3,4,3,5,4,4,5,4,80,1,8,2,7,3,10,3,70,1,15,2,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,2,1,,,,,,2,2,,2,,,,6,,2,1,41117,,45888,,53029,,470,480,498,40,2,3,2,,,1,,,,,,1,,,40,1.7500,
3913,31,5,울산광역시,3,2,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,,,2,0,,,0,,,0,,,0,,,,,2,,0,,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0,0,0,3,0,2,0,2,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3,1,2,0,3,2,1,3,0,2,3,,,5,2,5,3,2,5,5,2,5,1,30,2,40,1,20,3,10,4,50,1,20,3,30,2,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,0,0,0,0,0,3,1,2,,,,2,1,,,,,2,4,,,,,,,7,4,2,145000,,150000,,150000,,815,815,814,2,1,0,2,,,1,,,,,,1,,,15,1.5556,
3914,31,5,경상남도,0,2,2,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,,2,,,1,,,0,0,,,,,,,,,,0,0,0,0,0,0,,,,,0,1,0,1,1,0,0,26700,50.00,0.00,0.00,50.00,70,70,60,60,,,,,,2,,,,,,,,,,3,0,3,2,3,1,2,3,,,0,1,0,,,2,,0,,,,,,2,,0,,,,,,2,,0,,,,0,,,,0,,,,,,,,,5,,2,2,0,0,0,0,2,0,,,0,1,0,3,0,3,2,0,0,0,3,2,0,2,3,0,0,0,0,3,3,3,0,3,2,3,,,3,1,0,3,2,1,3,1,3,2,2,,,4,1,4,5,6,2,5,1,5,2,30,2,40,1,20,3,10,4,50,1,10,4,25,2,15,3,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,2,0,0,1,3,1,2,0,0,0,,,2,1,,,,,,2,3,,2,,,,,,4,2,360000,288000,372950,298360,360490,288392,1080,1080,1072,10,20,20,1,,,2,,1,,,,2,,,16,1.5556,
3915,31,5,경상남도,4,0,0,3,0,4,0,3,0,0,1,0,0,0,0,0,0,0,,1,,0,,,0,,,0,,,0,,,,,2,,,1,,,1,1,1,1,30,30,40,,2,,,0,0,1,1,0,0,,2,,,1,1,0,1,1,1,0,25600,30.00,30.00,0.00,40.00,70,70,80,80,,,,,,2,,,,,,,,,,4,2,0,2,3,1,3,1,,,1,0,0,,,2,,,1,,,,,2,,0,,,,,,2,,,1,,,,,2,,0,,,,,,,,,3,,2,2,2,3,3,0,0,0,,,0,1,0,3,4,1,3,0,0,3,1,3,0,2,2,0,0,0,0,3,0,3,2,3,1,3,,,3,1,2,0,3,2,3,1,3,2,2,,,5,2,5,4,4,5,2,5,4,4,30,2,40,1,20,3,10,4,50,1,20,2,20,3,10,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,2,2,0,1,3,4,4,3,1,3,,,2,1,,,,,,2,4,,2,,,,,,1,2,1020000,525000,1180000,572000,1190920,582000,2030,2040,2038,5,25,20,1,,,1,,2,,,,3,,,15,1.5556,
3916,31,5,울산광역시,5,5,5,5,5,5,5,5,4,5,0,0,0,0,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,,1,2,3,1,1,0,1,0,10,90,1,,,4,1,1,1,1,1,1,1,2,3,4,1,1,1,1,2,0,1,6411,0.00,0.00,20.00,80.00,100,100,97,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,5,5,5,5,5,5,,,0,1,1,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,,,,,1,,2,2,0,2,0,0,0,0,,,0,1,1,4,4,5,5,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,5,,,3,3,3,3,3,3,3,3,3,3,3,,,5,4,4,5,5,4,4,4,5,5,15,4,40,1,20,3,25,2,47,1,20,3,32,2,1,4,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,0,1,0,2,0,1,0,2,2,2,3,3,3,,,2,,1,,,,,2,4,,,,,,,7,1,2,2441346,2318417,2405067,2277229,2999498,2596760,3231,3133,3116,1,0,0,1,,,,,1,2,,,2,,,60,1.5556,
3917,31,5,경상남도,5,3,3,5,3,5,5,4,3,3,1,0,0,0,0,0,0,0,0,,,0,,,0,,,0,,,0,,,,1,2,3,0,,,,1,0,0,1,0,10,90,1,,,,1,0,0,0,0,0,1,,,,1,1,0,1,1,0,0,20000,100.00,0.00,0.00,0.00,100,100,95,100,,,,,1,,,4,,,,8,,,,4,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0,0,0,0,,,1,1,0,3,3,3,4,3,3,3,3,3,4,4,4,4,3,2,2,4,4,4,3,3,4,3,,,3,3,3,3,3,4,4,4,3,3,4,,,6,3,3,7,5,3,4,3,5,3,2,4,80,1,10,2,8,3,10,3,70,1,15,2,5,4,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,0,0,1,0,1,0,0,0,3,0,0,0,0,0,,,2,1,,,,,,2,4,,2,,,,,,1,2,2341000,1000000,2147500,1000000,2229800,1000000,3589,3646,3580,3,10,20,1,,,1,,2,,,,1,,,40,1.5556,
3918,31,5,전라남도,5,5,5,5,3,5,5,5,5,5,1,0,0,1,0,1,0,1,0,,,0,,,0,,,0,,,0,,,,1,2,3,,1,2,3,0,1,1,0,0,0,100,1,2,,,1,1,1,1,1,1,1,2,3,4,1,1,0,1,1,1,0,19300,80.00,10.00,0.00,10.00,95,90,97,100,,,,,1,2,3,4,5,6,7,8,,,,5,5,5,5,5,5,5,3,,,1,1,1,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,,1,2,,0,,,,,,,,,1,,2,2,2,0,2,0,2,0,,,1,1,1,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,,,3,3,3,3,3,4,3,3,3,3,3,,,5,4,5,4,5,3,4,5,6,4,8,4,54,1,18,3,20,2,50,1,18,3,29,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,1,1,1,1,1,0,1,2,1,1,3,0,3,,,1,,2,,,,,2,4,,2,,,,,,4,1,2770975,2538875,2619708,2537259,3488273,3331975,3100,3000,3573,1,1,1,1,,,2,,1,,,,2,,,60,1.5556,
